32,action_order,6,6,1795,4,0,
32,action_statement,7,5,4130300,12,0,
32,action_statement_utf8,8,5,5439996,12,0,
32,created,9,3,525575,5,0,
32,last_altered,10,3,525575,5,0,
32,sql_mode,11,6,1022,8,0,
32,definer,12,12,5443855,864,0,
32,client_collation_id,13,6,1800,8,0,
32,connection_collation_id,14,6,1800,8,0,
32,schema_collation_id,15,6,1800,8,0,
32,options,16,5,5439740,11,0,
33,view_id,0,6,1800,8,0,
33,routine_catalog,1,12,4981007,192,0,
33,routine_schema,2,12,4981007,192,0,
33,routine_name,3,12,2162959,192,0,
34,view_id,0,6,1800,8,0,
34,table_catalog,1,12,4981007,192,0,
34,table_schema,2,12,4981007,192,0,
34,table_name,3,12,4981007,192,0,
1025,Host,0,13,721406,255,0,
1025,Db,1,13,5439998,192,0,
1025,User,2,13,5439998,96,0,
1025,Select_priv,3,6,1022,1,0,
1025,Insert_priv,4,6,1022,1,0,
1025,Update_priv,5,6,1022,1,0,
1025,Delete_priv,6,6,1022,1,0,
1025,Create_priv,7,6,1022,1,0,
1025,Drop_priv,8,6,1022,1,0,
1025,Grant_priv,9,6,1022,1,0,
1025,References_priv,10,6,1022,1,0,
1025,Index_priv,11,6,1022,1,0,
1025,Alter_priv,12,6,1022,1,0,
1025,Create_tmp_table_priv,13,6,1022,1,0,
1025,Lock_tables_priv,14,6,1022,1,0,
1025,Create_view_priv,15,6,1022,1,0,
1025,Show_view_priv,16,6,1022,1,0,
1025,Create_routine_priv,17,6,1022,1,0,
1025,Alter_routine_priv,18,6,1022,1,0,
1025,Execute_priv,19,6,1022,1,0,
1025,Event_priv,20,6,1022,1,0,
1025,Trigger_priv,21,6,1022,1,0,
1026,Host,0,13,721406,255,0,
1026,User,1,13,5439998,96,0,
1026,Select_priv,2,6,1022,1,0,
1026,Insert_priv,3,6,1022,1,0,
1026,Update_priv,4,6,1022,1,0,
1026,Delete_priv,5,6,1022,1,0,
1026,Create_priv,6,6,1022,1,0,
1026,Drop_priv,7,6,1022,1,0,
1026,Reload_priv,8,6,1022,1,0,
1026,Shutdown_priv,9,6,1022,1,0,
1026,Process_priv,10,6,1022,1,0,
1026,File_priv,11,6,1022,1,0,
1026,Grant_priv,12,6,1022,1,0,
1026,References_priv,13,6,1022,1,0,
1026,Index_priv,14,6,1022,1,0,
1026,Alter_priv,15,6,1022,1,0,
1026,Show_db_priv,16,6,1022,1,0,
1026,Super_priv,17,6,1022,1,0,
1026,Create_tmp_table_priv,18,6,1022,1,0,
1026,Lock_tables_priv,19,6,1022,1,0,
1026,Execute_priv,20,6,1022,1,0,
1026,Repl_slave_priv,21,6,1022,1,0,
1026,Repl_client_priv,22,6,1022,1,0,
1026,Create_view_priv,23,6,1022,1,0,
1026,Show_view_priv,24,6,1022,1,0,
1026,Create_routine_priv,25,6,1022,1,0,
1026,Alter_routine_priv,26,6,1022,1,0,
1026,Create_user_priv,27,6,1022,1,0,
1026,Event_priv,28,6,1022,1,0,
1026,Trigger_priv,29,6,1022,1,0,
1026,Create_tablespace_priv,30,6,1022,1,0,
1026,ssl_type,31,6,1022,1,0,
1026,ssl_cipher,32,5,4130300,10,0,
1026,x509_issuer,33,5,4130300,10,0,
1026,x509_subject,34,5,4130300,10,0,
1026,max_questions,35,6,1795,4,0,
1026,max_updates,36,6,1795,4,0,
1026,max_connections,37,6,1795,4,0,
1026,max_user_connections,38,6,1795,4,0,
1026,plugin,39,13,5439998,192,0,
1026,authentication_string,40,5,5439740,10,0,
1026,password_expired,41,6,1022,1,0,
1026,password_last_changed,42,3,525319,4,0,
1026,password_lifetime,43,6,1538,2,0,
1026,account_locked,44,6,1022,1,0,
1026,Create_role_priv,45,6,1022,1,0,
1026,Drop_role_priv,46,6,1022,1,0,
1026,Password_reuse_history,47,6,1538,2,0,
1026,Password_reuse_time,48,6,1538,2,0,
1026,Password_require_current,49,6,766,1,0,
1026,User_attributes,50,5,3015925,12,0,
1027,HOST,0,13,721406,255,0,
1027,USER,1,13,5439998,96,0,
1027,DEFAULT_ROLE_HOST,2,13,721406,255,0,
1027,DEFAULT_ROLE_USER,3,13,5439998,96,0,
1028,FROM_HOST,0,13,721406,255,0,
1028,FROM_USER,1,13,5439998,96,0,
