def,sys,sys_config_insert_set_user,INSERT,def,sys,sys_config,1,,BEGIN IF @sys.ignore_sys_config_triggers != true AND NEW.set_by IS NULL THEN SET NEW.set_by = USER(); END IF; END,ROW,BEFORE,,,OLD,NEW,2019-10-12 13:29:25.070000000,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
def,sys,sys_config_update_set_user,UPDATE,def,sys,sys_config,1,,BEGIN IF @sys.ignore_sys_config_triggers != true AND NEW.set_by IS NULL THEN SET NEW.set_by = USER(); END IF; END,ROW,BEFORE,,,OLD,NEW,2019-10-12 13:29:25.080000000,"ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION",mysql.sys@localhost,utf8mb4,utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci
